                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    165,                 1.9438,                 11.113,                 2.3367,                0.00104,                    0.5,                0.00816,                0.00408,                 2.4688,                 7.3003,                 2.2329,             0.00032198,             0.00032198,             0.00032198
                    166,                  1.637,                 13.181,                 1.8232,                0.00102,                    0.5,                0.01213,                0.00607,                  2.469,                 7.3672,                 2.1832,             0.00031373,             0.00031373,             0.00031373
                    167,                  1.746,                 3.4751,                 1.6062,                0.00102,                    0.5,                0.01213,                0.00607,                  2.469,                 7.3672,                 2.1832,             0.00030548,             0.00030548,             0.00030548
                    168,                      0,                 33.971,                      0,                0.00102,                    0.5,                0.01213,                0.00607,                  2.469,                 7.3672,                 2.1832,             0.00029723,             0.00029723,             0.00029723
                    169,                 2.7476,                 9.0438,                 3.8407,                0.00102,                    0.5,                0.01213,                0.00607,                  2.469,                 7.3672,                 2.1832,             0.00028897,             0.00028897,             0.00028897
                    170,                  1.563,                 6.5881,                 1.8356,                0.00102,                    0.5,                0.01213,                0.00607,                  2.469,                 7.3672,                 2.1832,             0.00028072,             0.00028072,             0.00028072
                    171,                 2.1835,                 4.5485,                 2.0208,                0.00102,                    0.5,                0.01213,                0.00607,                  2.469,                 7.3672,                 2.1832,             0.00027247,             0.00027247,             0.00027247
                    172,                 4.0305,                  7.901,                 3.6283,                0.00102,                    0.5,                0.01213,                0.00607,                  2.469,                 7.3672,                 2.1832,             0.00026422,             0.00026422,             0.00026422
                    173,                 1.6327,                 3.7807,                 1.5739,                0.00102,                    0.5,                0.01213,                0.00607,                  2.469,                 7.3672,                 2.1832,             0.00025597,             0.00025597,             0.00025597
                    174,                 1.7195,                 4.1211,                 1.6742,                0.00102,                    0.5,                0.01213,                0.00607,                  2.469,                 7.3672,                 2.1832,             0.00024772,             0.00024772,             0.00024772
                    175,                  1.322,                 8.7097,                 1.4787,                0.00102,                    0.5,                0.01213,                0.00607,                  2.469,                 7.3672,                 2.1832,             0.00023946,             0.00023946,             0.00023946
                    176,                 2.4272,                 7.9547,                  2.585,                0.00102,                    0.5,                0.01213,                0.00607,                  2.469,                 7.3672,                 2.1832,             0.00023121,             0.00023121,             0.00023121
                    177,                 2.4206,                 3.8078,                 2.1772,                0.00102,                    0.5,                0.01213,                0.00607,                  2.469,                 7.3672,                 2.1832,             0.00022296,             0.00022296,             0.00022296
                    178,                 1.6459,                 10.806,                 2.1643,                0.00102,                    0.5,                0.01213,                0.00607,                  2.469,                 7.3672,                 2.1832,             0.00021471,             0.00021471,             0.00021471
                    179,                 2.8192,                 4.3532,                 2.5965,                0.00102,                    0.5,                0.01213,                0.00607,                  2.469,                 7.3672,                 2.1832,             0.00020646,             0.00020646,             0.00020646
                    180,                 2.3132,                 8.7153,                 3.0192,                0.00102,                    0.5,                0.01213,                0.00607,                  2.469,                 7.3672,                 2.1832,             0.00019821,             0.00019821,             0.00019821
                    181,                 2.2193,                 9.2974,                 2.1296,                0.00102,                    0.5,                0.01213,                0.00607,                  2.469,                 7.3672,                 2.1832,             0.00018995,             0.00018995,             0.00018995
                    182,                 1.8857,                 6.9287,                 2.5739,                0.00103,                    0.5,                0.00187,                0.00094,                 2.3565,                 8.2016,                  2.263,              0.0001817,              0.0001817,              0.0001817
                    183,                 2.9885,                 4.7841,                 2.8845,                0.00103,                    0.5,                0.00187,                0.00094,                 2.3565,                 8.2016,                  2.263,             0.00017345,             0.00017345,             0.00017345
                    184,                      0,                 33.747,                      0,                0.00103,                    0.5,                0.00187,                0.00094,                 2.3565,                 8.2016,                  2.263,              0.0001652,              0.0001652,              0.0001652
                    185,                 2.4333,                 6.4427,                 2.7476,                0.00103,                    0.5,                0.00187,                0.00094,                 2.3565,                 8.2016,                  2.263,             0.00015695,             0.00015695,             0.00015695
                    186,                 2.3253,                 8.1051,                 2.1417,                0.00103,                    0.5,                0.00187,                0.00094,                 2.3565,                 8.2016,                  2.263,              0.0001487,              0.0001487,              0.0001487
                    187,                 2.7708,                 8.8682,                 2.6547,                0.00103,                    0.5,                0.00187,                0.00094,                 2.3565,                 8.2016,                  2.263,             0.00014044,             0.00014044,             0.00014044
                    188,                 2.6408,                 7.2724,                  2.256,                0.00103,                    0.5,                0.00187,                0.00094,                 2.3565,                 8.2016,                  2.263,             0.00013219,             0.00013219,             0.00013219
                    189,                 1.4315,                 3.9432,                 1.6043,                0.00103,                    0.5,                0.00187,                0.00094,                 2.3565,                 8.2016,                  2.263,             0.00012394,             0.00012394,             0.00012394
                    190,                 1.8875,                 5.5899,                 2.4351,                0.00103,                    0.5,                0.00187,                0.00094,                 2.3565,                 8.2016,                  2.263,             0.00011569,             0.00011569,             0.00011569
                    191,                 1.6347,                 17.071,                 1.5448,                0.00103,                    0.5,                0.00187,                0.00094,                 2.3565,                 8.2016,                  2.263,             0.00010744,             0.00010744,             0.00010744
                    192,                 2.4548,                 7.1887,                  3.358,                0.00103,                    0.5,                0.00187,                0.00094,                 2.3565,                 8.2016,                  2.263,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    193,                 1.4421,                 9.6921,                 1.4193,                0.00103,                    0.5,                0.00187,                0.00094,                 2.3565,                 8.2016,                  2.263,             9.0935e-05,             9.0935e-05,             9.0935e-05
                    194,                 3.1025,                 5.6635,                 2.6052,                0.00103,                    0.5,                0.00187,                0.00094,                 2.3565,                 8.2016,                  2.263,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    195,                      0,                 33.241,                      0,                0.00103,                    0.5,                0.00187,                0.00094,                 2.3565,                 8.2016,                  2.263,             7.4432e-05,             7.4432e-05,             7.4432e-05
                    196,                 2.1275,                 5.0664,                 2.2008,                0.00103,                    0.5,                0.00187,                0.00094,                 2.3565,                 8.2016,                  2.263,              6.618e-05,              6.618e-05,              6.618e-05
                    197,                 2.3338,                  8.844,                 2.1848,                0.00103,                    0.5,                0.00187,                0.00094,                 2.3565,                 8.2016,                  2.263,             5.7928e-05,             5.7928e-05,             5.7928e-05
                    198,                   3.37,                 13.063,                 3.7211,                  0.001,                    0.5,                0.00163,                0.00063,                 2.6245,                 7.3312,                 2.4452,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    199,                  1.866,                 4.8681,                 1.8022,                  0.001,                    0.5,                0.00163,                0.00063,                 2.6245,                 7.3312,                 2.4452,             4.1425e-05,             4.1425e-05,             4.1425e-05
